Index,Query(한글),LLM Output
0ABOVW,가장 좋아하는 아이스크림 맛이 뭐야,<function_MR>()
0ABOVW,겨울엔 정말 추운 걸 싫어해,<function_MR>()
0ABOVW,미슐콜츠의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=""미슐콜츠"")"
0ABOVW,새로 나온 앨범 어땠어,<function_MR>()
0ABOVW,금요일 안산 날씨 좀 알려주세요,"<function_MO>(timeframe=7, location=""안산"")"
0ABOVW,화요일 홍콩 날씨 어때,"<function_MO>(timeframe=4, location=홍콩)"
0ABOVW,산소포화도 확인하고 싶어요,<function_GV>()
0ABOVW,다음 주말에는 부모님과 시간을 보내기로 했어,<function_MR>()
0ABOVW,선택된 공간의 공기를 깨끗하게 해줘,<function_FF>(position=-1)
0ABOVW,내 뒤를 따라와,<function_CK>()
0ABOVW,이번 주말에는 가족들이랑 시간을 보내기로 했어,<function_MR>()
0ABOVW,엘이디 화면밝기를 이단계로 설정해줘,<function_WN>(brightness=2)
0ABOVW,스테이션 복귀해,<function_KI>()
0ABOVW,목소리 여성으로 설정해줘,<function_GQ>(gender=1)
0ABOVW,공기질 상태 표시 작동 정지해,<function_SC>(enable=False)
0ABOVW,월요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=3, location=""삿포로"")"
0ABOVW,유브이 엘이디는 어떤 기능이야,<function_JS>(type=6)
0ABOVW,갑자기 충전이 안되는데 어떡하지,<function_KP>(type=2)
0ABOVW,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든,<function_MR>()
0ABOVW,이번에 무슨 브랜드를 살까,<function_MR>()
0ABOVW,고민 중이야 주말 공기질 상태 알려줘,<function_IO>()
0ABOVW,야외휴게실 청정 시스템 작동해주실래요,"<function_FF>(position=""야외휴게실"")"
0ABOVW,운동 다녀왔어,<function_MR>()
0ABOVW,풍량을 약풍으로 바꿔줘,<function_NK>(speed=1)
0ABOVW,주말에 만날 수 있어,<function_MR>()
0ABOVW,팔로미,<function_CK>()
0ABOVW,엘씨디를 0프로 밝기로 조정해줄래,<function_WN>(brightness=0)
0ABOVW,현 시점 광진구 대기 상태 알려줘,"<function_IO>(timeframe=0, location=""광진구"")"
0ABOVW,선택 공간 청정 할래,<function_FF>(position=-1)
0ABOVW,요즘 음악 추천 좀 해줘,<function_MR>()
0ABOVW,새로 산 가구가 정말 마음에 들어 집이 훨씬 넓어 보이더라,<function_MR>()
0ABOVW,공기 모니터링 화면 보여줄래,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,터치음을 사십퍼로 올려줘,<function_ZV>(volume=2)
0ABOVW,넌 무슨 취미 있어,<function_MR>()
0ABOVW,목요일 후쿠오카 날씨 비 와요,"<function_MO>(timeframe=6, location=""후쿠오카"")"
0ABOVW,커피 한 잔 할래,<function_MR>()
0ABOVW,일요일 몬트리올 날씨 비 와,"<function_MO>(timeframe=9, location=몬트리올)"
0ABOVW,새로 산 책이 너무 재미있어서 밤새 읽었어,<function_MR>()
0ABOVW,다음 주말에는 가족들과 여행을 가기로 했어,<function_MR>()
0ABOVW,최대 소음은 어느 정도야,<function_SB>(type=3)
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 떨어지는 것 같아,<function_MR>()
0ABOVW,유기화합물이란 무엇을 의미합니까,<function_HW>(type=3)
0ABOVW,오늘 저녁 뭐 먹지,<function_MR>()
0ABOVW,밝기를 제로로 설정해줘,<function_WN>(brightness=0)
0ABOVW,미디어실에서 공기청정 동작해주세요,"<function_FF>(position=""미디어실"")"
0ABOVW,게임방 청정 실행해봐,"<function_FF>(position=""게임방"")"
0ABOVW,팬 풍량이 몇이야,<function_NK>(get=True)
0ABOVW,주말엔 보통 뭐해,<function_MR>()
0ABOVW,요즘 재미있는 책 있어,<function_MR>()
0ABOVW,스캐닝 공기청정 꺼라,<function_IH>(scan=False)
0ABOVW,나무 남성으로 지정해주실래요,<function_GQ>(gender=2)
0ABOVW,다음 달에 있을 여행을 위해 준비해야 할 것들이 많아,<function_MR>()
0ABOVW,집에서 푹 쉬는 게 좋아,<function_MR>()
0ABOVW,이번 주말에 콘서트 가볼까,<function_MR>()
0ABOVW,선택 공간 공기청정 해줄래,<function_FF>(position=-1)
0ABOVW,목요일 날씨 알려줘,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,최근 하는 일이 뭐야,<function_MR>()
0ABOVW,프라이버시 모드 켜줘,<function_GN>(enable=True)
0ABOVW,요즘 들어 스트레스를 많이 받아서 여행을 가고 싶어,<function_MR>()
0ABOVW,공기청정기 설치 방법에서 주의할 점 있어,<function_DW>(type=3)
0ABOVW,주말 파리의 공기질 예보를 보여줘,"<function_IO>(timeframe=2, location=파리)"
0ABOVW,내일 마닐라 날씨 알려주세요,"<function_MO>(timeframe=1, location=""마닐라"")"
0ABOVW,목요일 여기에 공기가 나쁠까,"<function_IO>(timeframe=6, location=""0"")"
0ABOVW,몇 월 며칠인지 알려줘,<function_SV>(type=5)
0ABOVW,음소거 꺼줘,<function_MV>(mute=False)
0ABOVW,선택 공간 공기청정 해주면 안 돼,<function_FF>(position=-1)
0ABOVW,공간별 누적 대기질 정보 연동 작동 중인가요,<function_BP>(get=True)
0ABOVW,오늘 하루는 너무 길어서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,요즘 뜨는 밴드 알아,<function_MR>()
0ABOVW,디스플레이 기본 설정으로 조정해줄래,<function_WN>(brightness=-1)
0ABOVW,프라이버시 기능 켜져있나요,<function_GN>(get=True)
0ABOVW,1강의실에서 청정해줄 수 있을까요,"<function_FF>(position=""1강의실"")"
0ABOVW,이번에 새로 산 옷 어때,<function_MR>()
0ABOVW,나서 터치음을 사십퍼로 올려줘,<function_ZV>(volume=2)
0ABOVW,내일은 아침 일찍 일어나서 운동을 해야겠어,<function_MR>()
0ABOVW,나 좀 우울한 것 같아,<function_MR>()
0ABOVW,음량을 오단계로 설정해줘,<function_ZV>(volume=5)
0ABOVW,내일 은평구의 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=""은평구"")"
0ABOVW,나서 나이트 모드 비활성화해줘,<function_BS>(enable=False)
0ABOVW,월요일 나이로비 대기질을 화면에 보여줘,"<function_IO>(timeframe=3, location=나이로비)"
0ABOVW,매너모드는 어떤 기능이야,<function_JS>(type=1)
0ABOVW,이번 주말에는 가족들과 여행을 가기로 했어,<function_MR>()
0ABOVW,바람을 약하게 해주세요,<function_NK>(speed=-1)
0ABOVW,일요일 의성 날씨 좀 알려줄래,"<function_MO>(timeframe=9, location=""의성"")"
0ABOVW,그동안 필터를 얼마나 소진했어,<function_UJ>()
0ABOVW,음소거 상태를 만들어주시겠습니까,<function_MV>(mute=True)
0ABOVW,저녁은 무슨 메뉴로 할지 고민 중이야 바이탈 사인 체크해주세요,<function_GV>()
0ABOVW,공기질 상태 엘이디 꺼줘,<function_SC>(enable=False)
0ABOVW,공기청정 작동 중인가요,<function_ID>(get=True)
0ABOVW,새로운 화장품을 샀는데 정말 좋아,<function_MR>()
0ABOVW,토끼반에서 청정 기능 켜줄 수 있을까요,"<function_FF>(position=""토끼반"")"
0ABOVW,토요일 가평 날씨 어때,"<function_MO>(timeframe=8, location=""가평"")"
0ABOVW,화요일 여기 날씨 어때,"<function_MO>(timeframe=4, location=""0"")"
0ABOVW,집에 돌아와서 샤워하니까 너무 상쾌해졌어,<function_MR>()
0ABOVW,스캐닝 기능 비활성화 해줘,<function_IH>(scan=False)
0ABOVW,온도를 섭씨로 변경할 수 있어,<function_EW>(type=0)
0ABOVW,새로 나온 책을 읽고 있는데 너무 흥미진진해서 시간 가는 줄 몰라,<function_MR>()
0ABOVW,내일 송도 공기질 상태 괜찮아,"<function_IO>(timeframe=1, location=""송도"")"
0ABOVW,수요일 서초구 날씨 알려줘,"<function_MO>(timeframe=5, location=""서초구"")"
0ABOVW,외부 공기질 데이터 연계 기능을 활성화할 수 있어,"<function_BP>(enable=0, type=0)"
0ABOVW,터치음을 팔십퍼로 설정해줘,<function_ZV>(volume=4)
0ABOVW,요즘은 건강에 신경을 많이 써서 운동을 더 자주 하고 있어,<function_MR>()
0ABOVW,당장 에이아이 기능 오프,"<function_BP>(enable=1, type=-1)"
0ABOVW,매일 운동하려고 노력 중이야,<function_MR>()
0ABOVW,주말에 같이 게임할 사람 구하는데 누구 할래,<function_MR>()
0ABOVW,프라이버시 모드는 어떤 기능이야,<function_JS>(type=2)
0ABOVW,오늘은 푹 쉬고 싶어서 집에서 시간을 보내려고 해,<function_MR>()
0ABOVW,일요일 날씨 더워,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,배터리 상태 알려줘,<function_JJ>()
0ABOVW,내일 중요한 회의가 있어서 준비를 좀 더 해야겠어,<function_MR>()
0ABOVW,터보 바람 세기로 해줘,<function_NK>(speed=4)
0ABOVW,내일 베이징의 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=베이징)"
0ABOVW,수영하러 가는 거 어때,<function_MR>()
0ABOVW,내일은 아침에 일찍 일어나서 운동하고 싶어,<function_MR>()
0ABOVW,충전하러 움직여,<function_KI>()
0ABOVW,필터 교체 주기 좀 알려죠,<function_PC>(type=1)
0ABOVW,A1 필터 관리 어떻게 해,<function_PC>(type=3)
0ABOVW,내일은 오랜만에 친구랑 점심을 먹으려고 해,<function_MR>()
0ABOVW,어디로 가는 중인지 말해주실래요,<function_ID>(get=True)
0ABOVW,이번 주말에는 집에서 푹 쉬면서 시간을 보내려고 해,<function_MR>()
0ABOVW,바로 에이아이 기능 시작,"<function_BP>(enable=0, type=-1)"
0ABOVW,가장 낮은 단계로 밝기를 조정할 수 있어,<function_WN>(brightness=0)
0ABOVW,목소리 성별 바꿔,<function_GQ>(gender=-1)
0ABOVW,언어 바꿀래,<function_HS>(type=-1)
0ABOVW,새로 산 이어폰이 정말 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()
0ABOVW,내일 인천 공기질 안 좋아,"<function_IO>(timeframe=1, location=""인천"")"
0ABOVW,일요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=9, location=""삿포로"")"
0ABOVW,지금 프라이버시 기능 돌아가고 있니,<function_GN>(get=True)
0ABOVW,음량을 삼단계로 설정해줘,<function_ZV>(volume=3)
0ABOVW,이동 멈춰줘,<function_YA>(move=0)
0ABOVW,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()
0ABOVW,목요일 노량진 공기질 때문에 마스크 써야 할까,"<function_IO>(timeframe=6, location=노량진)"
0ABOVW,너가 할 줄 아는 게 뭐야,<function_EN>(type=2)
0ABOVW,금요일 날씨 더워,"<function_MO>(timeframe=7, location=""0"")"
0ABOVW,제품 외관 관리하는 법이 궁금해,<function_PC>(type=8)
0ABOVW,저쪽 공기 상태는 어때,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,강서구에 내일 극초미세먼지 많아,"<function_IO>(timeframe=1, location=""강서구"")"
0ABOVW,주말 기기 주변 공기 상태는 어때,"<function_IO>(timeframe=2, location=""0"")"
0ABOVW,운동을 꾸준히 하려고 노력 중인데 쉽지 않네,<function_MR>()
0ABOVW,지금 공기질 모니터링 상태 알려주실래요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,이 배우 연기 진짜 잘하지,<function_MR>()
0ABOVW,수요일 여기에 공기가 나쁠까,"<function_IO>(timeframe=5, location=""0"")"
0ABOVW,일요일 날씨,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,목요일 도쿄 날씨 많이 더울까,"<function_MO>(timeframe=6, location=""도쿄"")"
0ABOVW,이번 주말에는 영화를 보러 갈 계획이 있어,<function_MR>()
0ABOVW,일요일 웰링턴 날씨 안내해줘,"<function_MO>(timeframe=9, location=""웰링턴"")"
0ABOVW,장애물 감지 센서가 더러워졌는데 어떻게 해야 해,<function_PC>(type=6)
0ABOVW,새로 시작한 취미가 너무 즐거워 더 자주 하고 싶어,<function_MR>()
0ABOVW,가든으로 가서 청정해 줘,<function_FF>(position=가든)
0ABOVW,공기질 아이 표시 기능 해제해줘,<function_SC>(enable=False)
0ABOVW,디저트 먹고 싶은데 뭐가 좋을까,<function_MR>()
0ABOVW,주말에는 주로 공부하니,<function_MR>()
0ABOVW,수요일 기기 근처 공기 상태는 어때,"<function_IO>(timeframe=5, location=""0"")"
0ABOVW,이번 주말에는 오랜만에 가족들과 시간을 보내려고 해,<function_MR>()
0ABOVW,주말에 가족들이랑 놀러 가려고 계획 중이야,<function_MR>()
0ABOVW,오늘은 진짜 아무것도 하기 싫어서 그냥 누워만 있었어,<function_MR>()
0ABOVW,목요일 홍천 날씨 알려줄래,"<function_MO>(timeframe=6, location=""홍천"")"
0ABOVW,전체 공간 공기청정 해줘,<function_EF>(action=1)
0ABOVW,엘이디 밝기 일단계로 해줘,<function_WN>(brightness=1)
0ABOVW,집에 있는 간식이 다 떨어져서 마트에 가야겠어,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 하루를 좀 길게 써야겠어,<function_MR>()
0ABOVW,청정 켜봐,<function_PG>()
0ABOVW,기본 테마로 대기화면 설정해주세요,<function_HG>(theme=0)
0ABOVW,주말에 뭘 하면 좋을지 추천해줘,<function_MR>()
0ABOVW,주말에 영화관에 가고 싶은데 요즘 재밌는 영화 뭐가 있을까,<function_MR>()
0ABOVW,매너모드로 설정해주세요,<function_ZX>(enable=True)
0ABOVW,오늘은 친구들과 함께 시간을 보내려고 해,<function_MR>()
0ABOVW,소리 꺼줘,<function_MV>(mute=True)
0ABOVW,오늘 진짜 바빴어,<function_MR>()
0ABOVW,토요일 날씨 보여줘,"<function_MO>(timeframe=8, location=""태백"")"
0ABOVW,센서 민감도 낮음 단계에요,<function_QD>(get=True)
0ABOVW,새로운 노래가 나왔는데 한번 들어봐야겠어,<function_MR>()
0ABOVW,풍속 설정된 값 확인해줄래,<function_NK>(get=True)
0ABOVW,매너모드 설정해줘,<function_ZX>(enable=True)
0ABOVW,책을 읽다가 잠이 들었네 다시 시작해야겠어,<function_MR>()
0ABOVW,청정 결과 미세먼지 농도 알려줘,<function_CE>()
0ABOVW,워크존 청정해보세요,"<function_FF>(position=""워크존"")"
0ABOVW,저는 사진 찍는 걸 정말 좋아해요,<function_MR>()
0ABOVW,내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,<function_MR>()
0ABOVW,스캐닝 청정 켜져있어,<function_IH>(get=True)
0ABOVW,엘이디 화면밝기를 이단계로 해줘,<function_WN>(brightness=2)
0ABOVW,금요일 횡성 날씨 알려줄래,"<function_MO>(timeframe=7, location=""횡성"")"
0ABOVW,기본 설정으로 밝기 돌아가,<function_WN>(brightness=-1)
0ABOVW,내일은 아침 일찍 일어나서 하루를 길게 써야겠어,<function_MR>()
0ABOVW,목소리 성별을 변경하고 싶어요,<function_GQ>(gender=-1)
0ABOVW,제가 원하는 성별의 목소리로 바꿔주세요,<function_GQ>(gender=-1)
0ABOVW,민국이방 청정해주세요,"<function_FF>(position=""민국이방"")"
0ABOVW,화요일 여기에 공기가 나쁠까,"<function_IO>(timeframe=4, location=""0"")"
0ABOVW,일요일 동두천 날씨 좀 알려주세요,"<function_MO>(timeframe=9, location=""동두천"")"
0ABOVW,멈춘 주행 빨리 다시 켜봐,<function_YA>(move=2)
0ABOVW,여행 가서 먹을 맛집 리스트 만들어놨어,<function_MR>()
0ABOVW,화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=뉴델리)"
0ABOVW,내일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=1, location=""0"")"
0ABOVW,내일은 운동을 꼭 해야겠어 요즘 너무 게을러졌어,<function_MR>()
0ABOVW,새로 산 책이 너무 재밌어서 시간 가는 줄 모르고 읽고 있어,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들이랑 만나서 저녁 먹기로 했어,<function_MR>()
0ABOVW,와이파이 연결했는지 확인해줘,<function_SV>(type=4)
0ABOVW,이번 주에는 운동을 좀 더 자주 해야겠어,<function_MR>()
0ABOVW,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야,<function_MR>()
0ABOVW,일요일 프라하 공기질 때문에 마스크 써야 할까,"<function_IO>(timeframe=9, location=프라하)"
0ABOVW,동물원방 공기청정 작동해주세요,"<function_FF>(position=""동물원방"")"
0ABOVW,이 책 읽어볼까,<function_MR>()
0ABOVW,목소리 낮춰주세요,<function_ZV>(volume=-1)
0ABOVW,내 기기에 대한 정보를 알고 싶어,<function_SB>(type=5)
0ABOVW,월요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=3, location=자카르타)"
0ABOVW,기본으로 설정해줄래,<function_HG>(theme=0)
0ABOVW,대저우의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=""대저우"")"
0ABOVW,토요일 여기에 공기가 나쁠까,"<function_IO>(timeframe=8, location=""0"")"
0ABOVW,온도를 화씨로 변경할 수 있어,<function_EW>(type=1)
0ABOVW,나서 저녁으로 뭐 먹을까 치킨 아니면 피자,<function_MR>()
0ABOVW,인터넷 연결 여부를 알려주세요,<function_SV>(type=4)
0ABOVW,오늘 저녁 메뉴는 뭘로 할까 고민 중이야,<function_MR>()
0ABOVW,실시간 공기질 모니터링 상황을 보고 싶어,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,루프탑바에서 청정 작동해주세요,"<function_FF>(position=""루프탑바"")"
0ABOVW,나이트 모드 활성화되어있니,<function_SV>(type=3)
0ABOVW,지금 엘이디 아이의 밝기가 어떻게 돼,<function_WN>(get=True)
0ABOVW,주말에 집에서 요리해볼까,<function_MR>()
0ABOVW,마닐라의 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=마닐라)"
0ABOVW,이번 주말에는 캠핑을 가볼까 생각 중이야,<function_MR>()
0ABOVW,온도 단위를 화씨로 바꿔줘 요,<function_EW>()
0ABOVW,강풍,<function_NK>(speed=3)
0ABOVW,소리 볼륨을 일로 맞춰줘,<function_ZV>(volume=1)
0ABOVW,이번 주에 할 일 많아,<function_MR>()
0ABOVW,풍량 터보로 바꿔줘,<function_NK>(speed=4)
0ABOVW,영화 다 보고 나서 카페 갈까,<function_MR>()
0ABOVW,음소거가 꺼져있나요,<function_MV>(get=True)
0ABOVW,창녕 목요일 날씨 어때요,"<function_MO>(timeframe=6, location=""창녕"")"
0ABOVW,공기청정기 사용할 때 주의할 점 간단히 알려줘,<function_DW>(type=4)
0ABOVW,토요일 날씨,"<function_MO>(timeframe=8, location=시드니)"
0ABOVW,나이트 모드 켜져있는지 확인해줘,<function_SV>(type=3)
0ABOVW,주말 베이징 미세먼지 어때,"<function_IO>(timeframe=2, location=베이징)"
0ABOVW,요즘에는 뉴스 볼 때마다 걱정되는 일이 많아,<function_MR>()
0ABOVW,국내 여행도 좋은 데가 많아,<function_MR>()
0ABOVW,풍량 설정 상태를 알고 싶어요,<function_NK>(get=True)
0ABOVW,나서 넌 아침형 인간이야,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 운동을 할 계획이야,<function_MR>()
0ABOVW,매너모드 비활성화해줘,<function_ZX>(enable=False)
0ABOVW,다른 나라 말로 바꿔줘,<function_HS>(type=-1)
0ABOVW,토요일 파주 날씨 알려줘,"<function_MO>(timeframe=8, location=""파주"")"
0ABOVW,오랜만에 영화를 보려고 하는데 어떤 영화를 볼지 고민이네,<function_MR>()
0ABOVW,오늘 저녁에는 친구들이랑 만나서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,노원구의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=노원구)"
0ABOVW,집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,<function_MR>()
0ABOVW,엘씨디 디스플레이 밝기 삼으로 바꿔,<function_WN>(brightness=3)
0ABOVW,내일 날씨 몇 도야,"<function_MO>(timeframe=1, location=""0"")"
0ABOVW,청정 결과 확인할래,<function_CE>()
0ABOVW,가장 좋아하는 계절이 뭐야,<function_MR>()
0ABOVW,운동을 하고 나니까 몸이 가벼워진 느낌이 들어,<function_MR>()
0ABOVW,내가 있는 방 공기를 정화해줄 수 있어,<function_FF>(position=-1)
0ABOVW,새로운 취미나 기술을 배우는 게 중요해,<function_MR>()
0ABOVW,나서 화요일 공기질 상태 알려줘,"<function_IO>(timeframe=4, location=""0"")"
0ABOVW,내일 파리 날씨 알려줘,"<function_MO>(timeframe=1, location=파리)"
0ABOVW,기기 언어 설정 영어로 해줘,<function_HS>(type=2)
0ABOVW,팬 풍량 뭐야,<function_NK>(get=True)
0ABOVW,살라망카 수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=""살라망카"")"
0ABOVW,팬 풍량 상태 알려줘,<function_NK>(get=True)
0ABOVW,나 따라올래,<function_CK>()
0ABOVW,소리 크기를 좀 줄여줘,<function_ZV>(volume=-1)
0ABOVW,수요일 리옹 날씨 알려주세요,"<function_MO>(timeframe=5, location=""리옹"")"
0ABOVW,음성 인지 시스템 종료해,<function_QT>(enable=False)
0ABOVW,나서 책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_MR>()
0ABOVW,나서 소리 볼륨을 사로 맞춰줘,<function_ZV>(volume=4)
0ABOVW,센서 민감도가 뭔지 알려줘 요,<function_JS>()
0ABOVW,온도 단위 설정을 바꿔줘,<function_EW>(get=True)
0ABOVW,이번 주말에 같이 요리할래,<function_MR>()
0ABOVW,새로 산 이어폰이 너무 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()
0ABOVW,주말 라사 날씨 몇 도야,"<function_MO>(timeframe=2, location=""라사"")"
0ABOVW,얼마나 전기를 많이 먹어,<function_HI>(type=1)
0ABOVW,주말에는 집안 청소를 해야 할 것 같은데 어디서부터 시작할지 고민이야,<function_MR>()
0ABOVW,현재 AI 모드가 활성화되어 있는지 확인해 주세요,<function_BP>(get=True)
0ABOVW,요즘 스트레스를 많이 받아서 운동을 시작해볼까,<function_MR>()
0ABOVW,생각 중이야 나서 에이아이 모드에서 실외 대기질 정보 연동 꺼주세요,<function_BP>()
0ABOVW,중풍,<function_NK>(speed=2)
0ABOVW,조깅하러 나갈까,<function_MR>()
0ABOVW,방 청소를 하려고 했는데 시작도 안 했어,<function_MR>()
0ABOVW,버튼음을 최소 단계로 해줘,<function_ZV>(volume=0)
0ABOVW,목요일 마드리드 날씨 알려주세요,"<function_MO>(timeframe=6, location=""마드리드"")"
0ABOVW,오늘 공기 모니터링 화면 띄워줘,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,이거 어떻게 사용하는 거지,<function_MR>()
0ABOVW,내일 리우데자네이루 날씨에 눈 오니,"<function_MO>(timeframe=1, location=""리우데자네이루"")"
0ABOVW,모임실으로 가서 청정해 줘,<function_FF>(position=모임실)
0ABOVW,웨딩홀에서 청정 모드 실행해봐,"<function_FF>(position=""웨딩홀"")"
0ABOVW,고스트 모드 종료해주세요,<function_BS>(enable=False)
0ABOVW,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 생각 중이야,<function_MR>()
0ABOVW,전체 이동 공기청정 할래,<function_EF>(action=1)
0ABOVW,실외 대기질 정보,"<function_BP>(enable=1, type=0)"
0ABOVW,연동이 꺼져 있는 상태인지 확인해주실래요 이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_MR>()
0ABOVW,목요일 인제 날씨 어때,"<function_MO>(timeframe=6, location=""인제"")"
0ABOVW,판교 공기질 상태를 보여줘,"<function_IO>(timeframe=0, location=판교)"
0ABOVW,언어를 미국말로 바꿔줘,<function_HS>(type=2)
0ABOVW,필터 상태를 스크린에 보여주세요,<function_UJ>()
0ABOVW,금요일 나폴리 공기질 걱정해야 할까,"<function_IO>(timeframe=7, location=나폴리)"
0ABOVW,내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_MR>()
0ABOVW,나서 금요일 미세먼지 농도 어때,"<function_IO>(timeframe=7, location=""0"")"
0ABOVW,유비 에리디 상태가 어떤가요,<function_NN>(get=True)
0ABOVW,월요일 케이프타운 미세먼지 어때,"<function_IO>(timeframe=3, location=케이프타운)"
0ABOVW,고모부방에서 공기청정 즉시 동작해봐,"<function_FF>(position=""고모부방"")"
0ABOVW,내일 전주 공기질 알려줘,"<function_IO>(timeframe=1, location=""전주"")"
0ABOVW,새로운 취미를 찾고 싶어 뭐가 좋을까,<function_MR>()
0ABOVW,내일은 친구랑 점심을 먹으면서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어,<function_MR>()
0ABOVW,금요일 해남 날씨 어때,"<function_MO>(timeframe=7, location=해남)"
0ABOVW,센서 민감도 설정은 어떻게 해요,<function_JS>(type=9)
0ABOVW,이번 달은 너무 정신없이 바빴어서 여유 시간이 거의 없었어,<function_MR>()
0ABOVW,아침에 일어나서 바로 운동하는 게 참 어렵네,<function_MR>()
0ABOVW,내일 서울 날씨 어때,"<function_MO>(timeframe=1, location=서울)"
0ABOVW,토요일 날씨 몇 도야,"<function_MO>(timeframe=8, location=""0"")"
0ABOVW,나서 유아부실에서 청정해 줘,<function_FF>(position=유아부실)
0ABOVW,음성 인식이 작동되어있나요,<function_QT>(get=True)
0ABOVW,법률상담실에서 청정 가동해주실래요,"<function_FF>(position=""법률상담실"")"
0ABOVW,내일 리마 미세먼지 때문에 마스크 필요할까,"<function_IO>(timeframe=1, location=""리마"")"
0ABOVW,나 쪽으로 돌려줄 수 있어,<function_FR>()
0ABOVW,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()
0ABOVW,내일 도쿄의 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=도쿄)"
0ABOVW,공기질 상태 표시 켜줘,<function_SC>(enable=True)
0ABOVW,나이트 모드는 뭐야,<function_JS>(type=3)
0ABOVW,토요일 담양 날씨 어때,"<function_MO>(timeframe=8, location=""담양"")"
0ABOVW,책상 정리해야겠어,<function_MR>()
0ABOVW,바람 강도 약풍으로 맞춰줘,<function_NK>(speed=1)
0ABOVW,강릉의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=강릉)"
0ABOVW,새로 나온 드라마가 인기가 많아서 한번 봐야겠어,<function_MR>()
0ABOVW,수요일 카사블랑카 날씨 알려줘,"<function_MO>(timeframe=5, location=카사블랑카)"
0ABOVW,나서 나무 설정 비활성화해줘,<function_QT>(enable=False)
0ABOVW,드라이브를 잠시 멈춰줘,<function_YA>(move=1)
0ABOVW,엘이디 아이 화면 밝기 가장 밝게 켜줘,<function_WN>(brightness=5)
0ABOVW,저녁으로 뭘 먹어야 할지 아직도 결정 못 했어,<function_MR>()
0ABOVW,실시간 공기질 모니터링 어때,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,밝기를 100퍼로 설정해줘,<function_WN>(brightness=5)
0ABOVW,주말에 시간 있어,<function_MR>()
0ABOVW,센서창 관리하는 법이 궁금해,<function_PC>(type=4)
0ABOVW,화요일 이스탄불 공기질 때문에 마스크 써야 할까,"<function_IO>(timeframe=4, location=이스탄불)"
0ABOVW,월요일 날씨 알려죠요,"<function_MO>(timeframe=3, location=""0"")"
0ABOVW,내일 아침은 뭐 먹지 오랜만에 빵을 먹을까,<function_MR>()
0ABOVW,놀이터룸에서 공기청정 시작해,"<function_FF>(position=""놀이터룸"")"
0ABOVW,모임실 공기청정 바로 해주겠어요,"<function_FF>(position=""모임실"")"
0ABOVW,섭씨 단위로 바꾸면 좋겠어,<function_EW>(type=0)
0ABOVW,디저트로 케이크 어때,<function_MR>()
0ABOVW,오늘 무주 공기질 상태를 보여줘,"<function_IO>(timeframe=0, location=""무주"")"
0ABOVW,감지 감도를 보통으로 설정해줘,<function_QD>(type=1)
0ABOVW,잠이 안 와서 유튜브를 계속 보고 있어,<function_MR>()
