index,query,function
0ABOVW,내일 제주시 날씨 몇 도야,"<function_MO>(timeframe=1, location=제주시)"
0ABOVW,내일 파리 날씨 알려줘,"<function_MO>(timeframe=1, location=파리)"
0ABOVW,주말 날씨 알려줄래,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 좀,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 알려죠,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 정보 표시해줄래,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 좀 알려죠요,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 추울까,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 더워,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 몇 도야,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 여기 날씨 어때,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 알려줘,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨 알려주세요,"<function_MO>(timeframe=2, location=0)"
0ABOVW,주말 날씨,"<function_MO>(timeframe=2, location=0)"
0ABOVW,거제 주말에 날씨 어떤지 알려줄래,"<function_MO>(timeframe=2, location=거제)"
0ABOVW,주말 광주 날씨 좀 알려주세요,"<function_MO>(timeframe=2, location=광주)"
0ABOVW,주말 김포 날씨 알려줘,"<function_MO>(timeframe=2, location=김포)"
0ABOVW,주말 나고야 날씨 비 와요,"<function_MO>(timeframe=2, location=나고야)"
0ABOVW,주말 나이로비 날씨 더워,"<function_MO>(timeframe=2, location=나이로비)"
0ABOVW,주말 라사 날씨 몇 도야,"<function_MO>(timeframe=2, location=라사)"
0ABOVW,주말 로잔 날씨 좀 알려줘,"<function_MO>(timeframe=2, location=로잔)"
0ABOVW,주말 루체른 날씨가 어떤가요,"<function_MO>(timeframe=2, location=루체른)"
0ABOVW,주말 리스본 날씨에 눈 오니,"<function_MO>(timeframe=2, location=리스본)"
0ABOVW,주말 마카오 날씨 몇 도야,"<function_MO>(timeframe=2, location=마카오)"
0ABOVW,주말 목포 날씨 더울까,"<function_MO>(timeframe=2, location=목포)"
0ABOVW,문경 주말 날씨 어때요,"<function_MO>(timeframe=2, location=문경)"
0ABOVW,주말 바르셀로나 날씨 몇 도일까,"<function_MO>(timeframe=2, location=바르셀로나)"
0ABOVW,주말 발리 날씨 알려주세요,"<function_MO>(timeframe=2, location=발리)"
0ABOVW,주말 베니스 날씨 많이 더울까,"<function_MO>(timeframe=2, location=베니스)"
0ABOVW,주말 보고타 날씨 어때,"<function_MO>(timeframe=2, location=보고타)"
0ABOVW,주말 서귀포 날씨 상황 어때,"<function_MO>(timeframe=2, location=서귀포)"
0ABOVW,서대문구 주말 날씨 눈 올까,"<function_MO>(timeframe=2, location=서대문구)"
0ABOVW,주말 세부 날씨 알려주세요,"<function_MO>(timeframe=2, location=세부)"
0ABOVW,세비야의 주말 날씨 전망을 표시해주세요,"<function_MO>(timeframe=2, location=세비야)"
0ABOVW,주말 날씨 보여줘,"<function_MO>(timeframe=2, location=스포케인)"
0ABOVW,스포케인 주말 날씨 보여줘,"<function_MO>(timeframe=2, location=스포케인)"
0ABOVW,주말 오타와 날씨 비 와,"<function_MO>(timeframe=2, location=오타와)"
0ABOVW,주말 요하네스버그 날씨 알려줘,"<function_MO>(timeframe=2, location=요하네스버그)"
0ABOVW,주말 울산 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=2, location=울산)"
0ABOVW,중구 주말 날씨 알려줘,"<function_MO>(timeframe=2, location=중구)"
0ABOVW,주말 춘천 날씨 어때,"<function_MO>(timeframe=2, location=춘천)"
0ABOVW,주말 타이베이 날씨 두껍게 입어야 해,"<function_MO>(timeframe=2, location=타이베이)"
0ABOVW,주말 포항 날씨 어때,"<function_MO>(timeframe=2, location=포항)"
0ABOVW,푸켓 주말 날씨 알려줘,"<function_MO>(timeframe=2, location=푸켓)"
0ABOVW,함부르크 주말 날씨 어때요,"<function_MO>(timeframe=2, location=함부르크)"
0ABOVW,주말 호치민 날씨 어때,"<function_MO>(timeframe=2, location=호치민)"
0ABOVW,주말 나이로비 날씨 알려줘,"<function_MO>(timeframe=2, location=나이로비)"
0ABOVW,주말 로마 날씨 비 와,"<function_MO>(timeframe=2, location=로마)"
0ABOVW,모스크바의 주말 날씨 정보 표시해줄래,"<function_MO>(timeframe=2, location=모스크바)"
0ABOVW,주말 몬트리올 날씨 알려줘,"<function_MO>(timeframe=2, location=몬트리올)"
0ABOVW,나서 주말 베이징 날씨 몇 도야,"<function_MO>(timeframe=2, location=베이징)"
0ABOVW,주말 파리 날씨 알려줘,"<function_MO>(timeframe=2, location=파리)"
0ABOVW,나서 주말 프라하 날씨 어때,"<function_MO>(timeframe=2, location=프라하)"
0ABOVW,월요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 알려줘,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 알려죠요,"<function_MO>(timeframe=3, location=0)"
0ABOVW,나서 월요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 알려주세요,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 추울까,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 알려줘,"<function_MO>(timeframe=3, location=0)"
0ABOVW,여기 월요일에는 날씨 어때,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 날씨 더워,"<function_MO>(timeframe=3, location=0)"
0ABOVW,월요일 광명 날씨 알려줘,"<function_MO>(timeframe=3, location=광명)"
0ABOVW,월요일 군포 날씨 더울까,"<function_MO>(timeframe=3, location=군포)"
0ABOVW,금천구 월요일 날씨 눈 올까,"<function_MO>(timeframe=3, location=금천구)"
0ABOVW,월요일 다낭 날씨 알려주세요,"<function_MO>(timeframe=3, location=다낭)"
0ABOVW,월요일 다카 날씨 더워,"<function_MO>(timeframe=3, location=다카)"
0ABOVW,월요일 날씨 보여줘,"<function_MO>(timeframe=3, location=메델린)"
0ABOVW,메델린 월요일 날씨 보여줘,"<function_MO>(timeframe=3, location=메델린)"
0ABOVW,월요일 메카 날씨 안내해줘,"<function_MO>(timeframe=3, location=메카)"
0ABOVW,월요일 멜버른 날씨 몇 도일까,"<function_MO>(timeframe=3, location=멜버른)"
0ABOVW,월요일 목동 날씨 상황 어때,"<function_MO>(timeframe=3, location=목동)"
0ABOVW,월요일 방콕 날씨 두껍게 입어야 해,"<function_MO>(timeframe=3, location=방콕)"
0ABOVW,월요일 베른 날씨가 어떤가요,"<function_MO>(timeframe=3, location=베른)"
0ABOVW,월요일 부다페스트 날씨에 눈 오니,"<function_MO>(timeframe=3, location=부다페스트)"
0ABOVW,월요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=3, location=삿포로)"
0ABOVW,월요일 싱가포르 날씨 몇 도야,"<function_MO>(timeframe=3, location=싱가포르)"
0ABOVW,안나푸르나 월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=안나푸르나)"
0ABOVW,안산 월요일 날씨 어때,"<function_MO>(timeframe=3, location=안산)"
0ABOVW,앤트워프의 월요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=3, location=앤트워프)"
0ABOVW,월요일 여수 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=3, location=여수)"
0ABOVW,월요일 오클랜드 날씨 어때,"<function_MO>(timeframe=3, location=오클랜드)"
0ABOVW,월요일 익산 날씨 좀 알려주세요,"<function_MO>(timeframe=3, location=익산)"
0ABOVW,월요일 제네바 날씨 좀 알려죠요,"<function_MO>(timeframe=3, location=제네바)"
0ABOVW,월요일 진주 날씨 알려줘,"<function_MO>(timeframe=3, location=진주)"
0ABOVW,쿠스코 월요일 날씨 알려줘,"<function_MO>(timeframe=3, location=쿠스코)"
0ABOVW,월요일 쿠알라룸푸르 날씨 어때,"<function_MO>(timeframe=3, location=쿠알라룸푸르)"
0ABOVW,키토 월요일 날씨 어때,"<function_MO>(timeframe=3, location=키토)"
0ABOVW,월요일 평창 날씨 어때,"<function_MO>(timeframe=3, location=평창)"
0ABOVW,월요일 하얼빈 날씨 알려줘,"<function_MO>(timeframe=3, location=하얼빈)"
0ABOVW,월요일 헬싱키 날씨 비 와,"<function_MO>(timeframe=3, location=헬싱키)"
0ABOVW,월요일 날씨 어때,"<function_MO>(timeframe=3, location=홍성)"
0ABOVW,홍성 월요일 날씨 어때요,"<function_MO>(timeframe=3, location=홍성)"
0ABOVW,월요일 리우데자네이루 날씨 비 와,"<function_MO>(timeframe=3, location=리우데자네이루)"
0ABOVW,월요일 멕시코시티 날씨 비 와,"<function_MO>(timeframe=3, location=멕시코시티)"
0ABOVW,모스크바의 월요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=3, location=모스크바)"
0ABOVW,월요일 날씨,"<function_MO>(timeframe=3, location=자카르타)"
0ABOVW,월요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=3, location=자카르타)"
0ABOVW,자카르타의 월요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=3, location=자카르타)"
0ABOVW,월요일 카이로 날씨 알려줘,"<function_MO>(timeframe=3, location=카이로)"
0ABOVW,화요일 날씨 더워,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 여기 날씨 어때,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 좀,"<function_MO>(timeframe=4, location=0)"
0ABOVW,나서 화요일 날씨 알려줘,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 알려줘,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 몇 도야,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 추울까,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 알려주세요,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 알려줄래,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 많이 더워,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 날씨 좀 알려줘요,"<function_MO>(timeframe=4, location=0)"
0ABOVW,화요일 교토 날씨 비 와요,"<function_MO>(timeframe=4, location=교토)"
0ABOVW,화요일 구리 날씨 좀 알려주세요,"<function_MO>(timeframe=4, location=구리)"
0ABOVW,동대문구 화요일 날씨 눈 올까,"<function_MO>(timeframe=4, location=동대문구)"
0ABOVW,리우 화요일 날씨가 어떤가요,"<function_MO>(timeframe=4, location=리우)"
0ABOVW,화요일 날씨 보여줘,"<function_MO>(timeframe=4, location=마나마)"
0ABOVW,마나마 화요일 날씨 보여줘,"<function_MO>(timeframe=4, location=마나마)"
0ABOVW,화요일 마르세유 날씨 알려주세요,"<function_MO>(timeframe=4, location=마르세유)"
0ABOVW,바레인의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=바레인)"
0ABOVW,화요일 베이징 날씨 비 와,"<function_MO>(timeframe=4, location=베이징)"
0ABOVW,블라디보스토크 화요일 날씨 알려줘,"<function_MO>(timeframe=4, location=블라디보스토크)"
0ABOVW,화요일 산티아고 날씨 어때,"<function_MO>(timeframe=4, location=산티아고)"
0ABOVW,화요일 삼척 날씨 알려죠,"<function_MO>(timeframe=4, location=삼척)"
0ABOVW,화요일 샌디에이고 날씨 어때,"<function_MO>(timeframe=4, location=샌디에이고)"
0ABOVW,화요일 순천 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=4, location=순천)"
0ABOVW,화요일 시애틀 날씨 몇 도야,"<function_MO>(timeframe=4, location=시애틀)"
0ABOVW,화요일 아부다비 날씨 어때,"<function_MO>(timeframe=4, location=아부다비)"
0ABOVW,화요일 날씨 어때,"<function_MO>(timeframe=4, location=아산)"
0ABOVW,아산 화요일 날씨 어때요,"<function_MO>(timeframe=4, location=아산)"
0ABOVW,화요일 일산 날씨 알려줘,"<function_MO>(timeframe=4, location=일산)"
0ABOVW,화요일 자카르타 날씨 더워,"<function_MO>(timeframe=4, location=자카르타)"
0ABOVW,화요일 전주 날씨 좀 알려줄래,"<function_MO>(timeframe=4, location=전주)"
0ABOVW,화요일 종로구 날씨 알려줘,"<function_MO>(timeframe=4, location=종로구)"
0ABOVW,화요일 취리히 날씨 좀 알려줘,"<function_MO>(timeframe=4, location=취리히)"
0ABOVW,화요일 칭다오 날씨 두껍게 입어야 해,"<function_MO>(timeframe=4, location=칭다오)"
0ABOVW,화요일 케이프타운 날씨 몇 도일까,"<function_MO>(timeframe=4, location=케이프타운)"
0ABOVW,화요일 태안 날씨 알려줄래,"<function_MO>(timeframe=4, location=태안)"
0ABOVW,화요일 프랑크푸르트 날씨 어때요,"<function_MO>(timeframe=4, location=프랑크푸르트)"
0ABOVW,화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=뉴델리)"
0ABOVW,뉴델리의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=뉴델리)"
0ABOVW,멕시코시티의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=멕시코시티)"
0ABOVW,화요일 상하이 날씨 어때,"<function_MO>(timeframe=4, location=상하이)"
0ABOVW,화요일 싱가포르 날씨 알려줘,"<function_MO>(timeframe=4, location=싱가포르)"
0ABOVW,화요일 이스탄불 날씨 어때,"<function_MO>(timeframe=4, location=이스탄불)"
0ABOVW,화요일 홍콩 날씨 어때,"<function_MO>(timeframe=4, location=홍콩)"
0ABOVW,수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 좀 알려줘요,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 몇 도야,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 알려줄래,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 추울까,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 좀,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 날씨 더워,"<function_MO>(timeframe=5, location=0)"
0ABOVW,수요일 여기 날씨 어때,"<function_MO>(timeframe=5, location=0)"
0ABOVW,강남구 수요일 날씨 눈 올까,"<function_MO>(timeframe=5, location=강남구)"
0ABOVW,수요일 강릉 날씨 어때,"<function_MO>(timeframe=5, location=강릉)"
0ABOVW,수요일 고성 날씨 알려줄래,"<function_MO>(timeframe=5, location=고성)"
0ABOVW,수요일 광저우 날씨 두껍게 입어야 해,"<function_MO>(timeframe=5, location=광저우)"
0ABOVW,수요일 날씨 어때,"<function_MO>(timeframe=5, location=당진)"
0ABOVW,당진 수요일 날씨 어때요,"<function_MO>(timeframe=5, location=당진)"
0ABOVW,수요일 두바이 날씨 몇 도일까,"<function_MO>(timeframe=5, location=두바이)"
0ABOVW,레이던의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=레이던)"
0ABOVW,수요일 로마 날씨 많이 더울까,"<function_MO>(timeframe=5, location=로마)"
0ABOVW,수요일 리옹 날씨 알려주세요,"<function_MO>(timeframe=5, location=리옹)"
0ABOVW,수요일 목포 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=5, location=목포)"
0ABOVW,수요일 뮌헨 날씨 어때요,"<function_MO>(timeframe=5, location=뮌헨)"
0ABOVW,수요일 밴쿠버 날씨 몇 도야,"<function_MO>(timeframe=5, location=밴쿠버)"
0ABOVW,수요일 부에노스아이레스 날씨가 어떤가요,"<function_MO>(timeframe=5, location=부에노스아이레스)"
0ABOVW,수요일 브뤼셀 날씨 좀 알려줘,"<function_MO>(timeframe=5, location=브뤼셀)"
0ABOVW,살라망카 수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=살라망카)"
0ABOVW,수요일 샌프란시스코 날씨 안내해죠,"<function_MO>(timeframe=5, location=샌프란시스코)"
0ABOVW,수요일 서초구 날씨 알려줘,"<function_MO>(timeframe=5, location=서초구)"
0ABOVW,수요일 성남 날씨 좀 알려주세요,"<function_MO>(timeframe=5, location=성남)"
0ABOVW,소피아 수요일 날씨에 눈 오니,"<function_MO>(timeframe=5, location=소피아)"
0ABOVW,수요일 싱가포르 날씨 더워,"<function_MO>(timeframe=5, location=싱가포르)"
0ABOVW,수요일 안양 날씨 알려줘,"<function_MO>(timeframe=5, location=안양)"
0ABOVW,수요일 양양 날씨 알려죠,"<function_MO>(timeframe=5, location=양양)"
0ABOVW,수요일 오사카 날씨 비 와요,"<function_MO>(timeframe=5, location=오사카)"
0ABOVW,수요일 창원 날씨 더울까,"<function_MO>(timeframe=5, location=창원)"
0ABOVW,수요일 칸쿤 날씨 알려주세요,"<function_MO>(timeframe=5, location=칸쿤)"
0ABOVW,코타의 수요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=5, location=코타)"
0ABOVW,수요일 킬리만자로 날씨 몇 도야,"<function_MO>(timeframe=5, location=킬리만자로)"
0ABOVW,수요일 판교 날씨 상황 어때,"<function_MO>(timeframe=5, location=판교)"
0ABOVW,수요일 하노이 날씨 어때,"<function_MO>(timeframe=5, location=하노이)"
0ABOVW,수요일 하바나 날씨 어때,"<function_MO>(timeframe=5, location=하바나)"
0ABOVW,수요일 호놀룰루 날씨 어때,"<function_MO>(timeframe=5, location=호놀룰루)"
0ABOVW,수요일 강남 날씨 알려줘,"<function_MO>(timeframe=5, location=강남)"
0ABOVW,노원구의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=노원구)"
0ABOVW,수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=노원구)"
0ABOVW,수요일 두바이 날씨 비 와,"<function_MO>(timeframe=5, location=두바이)"
0ABOVW,방콕의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=방콕)"
0ABOVW,아부다비의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=아부다비)"
0ABOVW,수요일 오사카 날씨 비 와,"<function_MO>(timeframe=5, location=오사카)"
0ABOVW,수요일 이스탄불 날씨 알려줘,"<function_MO>(timeframe=5, location=이스탄불)"
0ABOVW,수요일 카사블랑카 날씨 알려줘,"<function_MO>(timeframe=5, location=카사블랑카)"
0ABOVW,목요일 날씨 몇 도야,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 좀,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 알려줄래,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 알려줘,"<function_MO>(timeframe=6, location=0)"
0ABOVW,나서 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 알려주세요,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 추울까,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 날씨 더워,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 여기 날씨 어때,"<function_MO>(timeframe=6, location=0)"
0ABOVW,목요일 관악구 날씨 알려줘,"<function_MO>(timeframe=6, location=관악구)"
0ABOVW,목요일 난징 날씨 두껍게 입어야 해,"<function_MO>(timeframe=6, location=난징)"
0ABOVW,목요일 남원 날씨 좀 알려줄래,"<function_MO>(timeframe=6, location=남원)"
0ABOVW,목요일 대치동 날씨 상황 어때,"<function_MO>(timeframe=6, location=대치동)"
0ABOVW,목요일 도쿄 날씨 많이 더울까,"<function_MO>(timeframe=6, location=도쿄)"
0ABOVW,라하티 목요일 날씨 알려줘,"<function_MO>(timeframe=6, location=라하티)"
0ABOVW,목요일 마닐라 날씨 어때,"<function_MO>(timeframe=6, location=마닐라)"
0ABOVW,목요일 마드리드 날씨 알려주세요,"<function_MO>(timeframe=6, location=마드리드)"
0ABOVW,목요일 메데인 날씨 어때,"<function_MO>(timeframe=6, location=메데인)"
0ABOVW,목요일 몰타 날씨 알려주세요,"<function_MO>(timeframe=6, location=몰타)"
0ABOVW,목요일 몽블랑 날씨 몇 도야,"<function_MO>(timeframe=6, location=몽블랑)"
0ABOVW,산레모 목요일 날씨 보여줘,"<function_MO>(timeframe=6, location=산레모)"
0ABOVW,목요일 날씨 보여줘,"<function_MO>(timeframe=6, location=산레모)"
0ABOVW,목요일 상파울루 날씨가 어떤가요,"<function_MO>(timeframe=6, location=상파울루)"
0ABOVW,목요일 선양 날씨 비 와,"<function_MO>(timeframe=6, location=선양)"
0ABOVW,목요일 속초 날씨 알려줘,"<function_MO>(timeframe=6, location=속초)"
0ABOVW,목요일 슈투트가르트 날씨 어때요,"<function_MO>(timeframe=6, location=슈투트가르트)"
0ABOVW,시드니의 목요일 날씨 안내해줘,"<function_MO>(timeframe=6, location=시드니)"
0ABOVW,목요일 워르소 날씨에 눈 오니,"<function_MO>(timeframe=6, location=워르소)"
0ABOVW,목요일 인제 날씨 어때,"<function_MO>(timeframe=6, location=인제)"
0ABOVW,창녕 목요일 날씨 어때요,"<function_MO>(timeframe=6, location=창녕)"
0ABOVW,목요일 날씨 어때,"<function_MO>(timeframe=6, location=창녕)"
0ABOVW,목요일 쿠알라룸푸르 날씨 더워,"<function_MO>(timeframe=6, location=쿠알라룸푸르)"
0ABOVW,토리노의 목요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=6, location=토리노)"
0ABOVW,목요일 하얼빈 날씨 알려줘,"<function_MO>(timeframe=6, location=하얼빈)"
0ABOVW,목요일 홍천 날씨 알려줄래,"<function_MO>(timeframe=6, location=홍천)"
0ABOVW,목요일 후쿠오카 날씨 비 와요,"<function_MO>(timeframe=6, location=후쿠오카)"
0ABOVW,목요일 광진구 날씨 비 와,"<function_MO>(timeframe=6, location=광진구)"
0ABOVW,뉴델리의 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=뉴델리)"
0ABOVW,마닐라의 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=마닐라)"
0ABOVW,목요일 싱가포르 날씨 비 와,"<function_MO>(timeframe=6, location=싱가포르)"
0ABOVW,목요일 날씨,"<function_MO>(timeframe=6, location=천호동)"
0ABOVW,목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=천호동)"
0ABOVW,카트만두의 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=카트만두)"
0ABOVW,목요일 후쿠오카 날씨 몇 도야,"<function_MO>(timeframe=6, location=후쿠오카)"
0ABOVW,금요일 날씨 말해줘요,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 여기 날씨 어때,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 더워,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 추울까,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 보여줘,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 어떨 거 같아,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 알려줄래,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 알려주세요,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 날씨 몇 도야,"<function_MO>(timeframe=7, location=0)"
0ABOVW,금요일 강서구 날씨 알려줘,"<function_MO>(timeframe=7, location=강서구)"
0ABOVW,금요일 나고야 날씨 비 와요,"<function_MO>(timeframe=7, location=나고야)"
0ABOVW,금요일 나이로비 날씨 몇 도일까,"<function_MO>(timeframe=7, location=나이로비)"
0ABOVW,금요일 대전 날씨 더울까,"<function_MO>(timeframe=7, location=대전)"
0ABOVW,라파스의 금요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=7, location=라파스)"
0ABOVW,금요일 리마 날씨가 어떤가요,"<function_MO>(timeframe=7, location=리마)"
0ABOVW,금요일 멜버른 날씨 어때,"<function_MO>(timeframe=7, location=멜버른)"
0ABOVW,미슐콜츠의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=미슐콜츠)"
0ABOVW,금요일 발렌시아 날씨 알려주세요,"<function_MO>(timeframe=7, location=발렌시아)"
0ABOVW,금요일 날씨 많이 추워,"<function_MO>(timeframe=7, location=보고)"
0ABOVW,금요일 브레멘 날씨 어때요,"<function_MO>(timeframe=7, location=브레멘)"
0ABOVW,금요일 사이판 날씨 알려주세요,"<function_MO>(timeframe=7, location=사이판)"
0ABOVW,수라바야 금요일 날씨 알려줘,"<function_MO>(timeframe=7, location=수라바야)"
0ABOVW,금요일 순창 날씨 어때,"<function_MO>(timeframe=7, location=순창)"
0ABOVW,금요일 시카고 날씨 몇 도야,"<function_MO>(timeframe=7, location=시카고)"
0ABOVW,금요일 안산 날씨 좀 알려주세요,"<function_MO>(timeframe=7, location=안산)"
0ABOVW,영천 금요일 날씨 어때요,"<function_MO>(timeframe=7, location=영천)"
0ABOVW,금요일 날씨 어때,"<function_MO>(timeframe=7, location=영천)"
0ABOVW,금요일 우한 날씨 어때,"<function_MO>(timeframe=7, location=우한)"
0ABOVW,금요일 정선 날씨 알려죠,"<function_MO>(timeframe=7, location=정선)"
0ABOVW,금요일 창춘 날씨 알려줘,"<function_MO>(timeframe=7, location=창춘)"
0ABOVW,금요일 캔버라 날씨 안내해줘,"<function_MO>(timeframe=7, location=캔버라)"
0ABOVW,금요일 쿠칭 날씨 더워,"<function_MO>(timeframe=7, location=쿠칭)"
0ABOVW,금요일 톈진 날씨 비 와,"<function_MO>(timeframe=7, location=톈진)"
0ABOVW,파리 금요일 날씨 더울까,"<function_MO>(timeframe=7, location=파리)"
0ABOVW,금요일 평택 날씨 상황 어때,"<function_MO>(timeframe=7, location=평택)"
0ABOVW,금요일 하노이 날씨 비 와,"<function_MO>(timeframe=7, location=하노이)"
0ABOVW,금요일 화성 날씨 알려줘,"<function_MO>(timeframe=7, location=화성)"
0ABOVW,금요일 횡성 날씨 알려줄래,"<function_MO>(timeframe=7, location=횡성)"
0ABOVW,강남의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=강남)"
0ABOVW,금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=강릉)"
0ABOVW,강릉의 금요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=7, location=강릉)"
0ABOVW,금요일 노원구 날씨 몇 도야,"<function_MO>(timeframe=7, location=노원구)"
0ABOVW,금요일 부산 날씨 알려줘,"<function_MO>(timeframe=7, location=부산)"
0ABOVW,금요일 해남 날씨 어때,"<function_MO>(timeframe=7, location=해남)"
0ABOVW,금요일 해운대 날씨 비 와,"<function_MO>(timeframe=7, location=해운대)"
0ABOVW,토요일 여기 날씨 어때,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 몇 도야,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 알려줘,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 추울까,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 알려줄래,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 어떤가요,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 어때,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=8, location=0)"
